"Time","Event",""
"05:21.916","Deep Blue prepares  Attack  on Byn Al'arnab 55722 (U: 68793)--19% damage",""
"05:22.051","Red Hot Divers' Dare Mini Wizard 21899 (A: 46621) (U: 104149, M: 35629, 34.21%)--34% damage",""
"05:22.051","Deep Blue Divers' Dare Byn Al'arnab 41830 (U: 60400, M: 18570, 30.75%)--31% damage",""
"05:22.102","Red Hot Divers' Dare Aloliona Aster 35277 (A: 29669) (U: 98715, M: 33769, 34.21%)--34% damage",""
"05:22.102","Deep Blue Divers' Dare Rexx Aprilis 34676 (A: 45801) (U: 116207, M: 35730, 30.75%)--31% damage",""
"05:22.152","Red Hot Divers' Dare Rose Joli-ciel 34632 (A: 29471) (U: 97434, M: 33331, 34.21%)--34% damage",""
"05:22.152","Deep Blue Divers' Dare Lyra Willow 73535 (U: 117978, M: 44443, 37.67%)--38% damage",""
"05:22.190","Red Hot Divers' Dare Soulless Happymeal 37204 (A: 28789) (U: 100306, M: 34313, 34.21%)--34% damage",""
"05:22.190","Deep Blue Divers' Dare Aloliona Aster 69137 (U: 99830, M: 30693, 30.75%)--31% damage",""
"05:22.230","Red Hot Divers' Dare Amelia Mercer 18182 (A: 47057) (U: 99161, M: 33922, 34.21%)--34% damage",""
"05:22.230","Deep Blue Divers' Dare Rose Joli-ciel 66689 (U: 96295, M: 29606, 30.75%)--31% damage",""
"05:22.285","Red Hot Divers' Dare Lyra Willow 29884 (A: 28540) (U: 98669, M: 40245, 40.79%)--41% damage",""
"05:22.285","Deep Blue Divers' Dare Mini Wizard 74774 (U: 107970, M: 33196, 30.75%)--31% damage",""
"05:22.318","Deep Blue Divers' Dare Soulless Happymeal 68547 (U: 98978, M: 30431, 30.75%)--31% damage",""
"05:22.369","Red Hot Divers' Dare Byn Al'arnab 10369 (A: 28938) (U: 59748, M: 20441, 34.21%)--34% damage",""
"05:22.369","Deep Blue Divers' Dare Amelia Mercer 68846 (U: 99410, M: 30564, 30.75%)--31% damage",""
"05:22.719","Deep Blue Attack Byn Al'arnab 55722 (U: 68793, M: 13071, 19.00%)--19% damage",""
"05:23.119","Red Hot prepares  Attack  on Rexx Aprilis 40709 (B: 10177) (U: 69803)--27% damage",""
"05:23.917","Red Hot Attack Rexx Aprilis 40709 (B: 10177) (U: 69803, M: 29094, 41.68%)--27% damage",""
"05:25.971","Deep Blue prepares  Attack  on Byn Al'arnab 57622 (U: 71139)--19% damage",""
"05:26.153","Red Hot prepares  Attack  on Rexx Aprilis 49900 (U: 68450)--27% damage",""
"05:26.774","Deep Blue Attack Byn Al'arnab 57622 (U: 71139, M: 13517, 19.00%)--19% damage",""
"05:26.956","Red Hot Attack Rexx Aprilis 49900 (U: 68450, M: 18550, 27.10%)--27% damage",""
"05:29.899","Deep Blue prepares  Attack  on Byn Al'arnab 53886 (P: 9509) (U: 70439)--10% damage",""
"05:30.701","Deep Blue Attack Byn Al'arnab 53886 (P: 9509) (U: 70439, M: 16553, 23.50%)--10% damage",""
"05:30.920","Red Hot prepares  Attack  on Rexx Aprilis 48908 (P: 8631) (U: 71036)--19% damage",""
"05:31.723","Red Hot Attack Rexx Aprilis 48908 (P: 8631) (U: 71036, M: 22128, 31.15%)--19% damage",""
"05:33.946","Red Hot prepares  Attack  on Rexx Aprilis 58064 (U: 71684)--19% damage",""
"05:34.745","Red Hot Attack Rexx Aprilis 58064 (U: 71684, M: 13620, 19.00%)--19% damage",""
"05:35.946","Deep Blue 1 prepares  Deep Aerial  on Rose Joli-ciel 4857 (U: 5397)--10% damage",""
"05:35.946","Deep Blue 1 prepares  Deep Aerial  on Aloliona Aster 50678 (U: 56309)--10% damage",""
"05:36.129","Deep Blue 1 Deep Aerial Rose Joli-ciel 4857 (A: 73101) (U: 86626, M: 8668, 10.01%)--10% damage",""
"05:36.176","Deep Blue 1 Deep Aerial Aloliona Aster 50678 (A: 25617) (U: 84773, M: 8478, 10.00%)--10% damage",""
"05:36.976","Red Hot prepares  Attack  on Rexx Aprilis 23758 (U: 32884)--28% damage",""
"05:37.731","Multiple Enemies Combined DoTs Rose Joli-ciel Tick  35853 (U: 35853)",""
"05:37.779","Red Hot Attack Rexx Aprilis 23758 (A: 26967) (U: 70210, M: 19485, 27.75%)--28% damage",""
"05:37.779","Multiple Enemies Combined DoTs Aloliona Aster Tick  33717 (U: 33717)",""
"05:37.951","Deep Blue prepares  Attack  on Byn Al'arnab 40372 (U: 40372)",""
"05:38.749","Deep Blue Attack Byn Al'arnab 40372 (A: 26260) (U: 66632)",""
"05:40.716","Multiple Enemies Combined DoTs Rose Joli-ciel Tick  33443 (U: 33443)",""
"05:40.802","Multiple Enemies Combined DoTs Aloliona Aster Tick  36100 (U: 36100)",""
"05:43.697","Multiple Enemies Combined DoTs Rose Joli-ciel Tick  19872 (A: 16473) (U: 36345)",""
"05:43.793","Multiple Enemies Combined DoTs Aloliona Aster Tick  8656 (A: 26730) (U: 35386)",""
"05:46.730","Multiple Enemies Combined DoTs Rose Joli-ciel Tick  16778 (A: 19244) (U: 36022)",""
"05:46.816","Multiple Enemies Combined DoTs Aloliona Aster Tick  36571 (U: 36571)",""
"05:47.302","Red Hot prepares  Xtreme Wave  on Aloliona Aster 8533 (U: 8533)",""
"05:47.302","Red Hot prepares  Xtreme Wave  on Rose Joli-ciel 8600 (U: 8600)",""
"05:47.302","Red Hot prepares  Xtreme Wave  on Lyra Willow 7808 (U: 8676)--10% damage",""
"05:47.302","Deep Blue prepares  Xtreme Wave  on Rexx Aprilis 15163 (U: 15163)",""
"05:48.102","Red Hot Xtreme Wave Aloliona Aster 8533 (U: 8533)",""
